source,target
pictures,photos
pie,tarte
piece,morceau
pieces,pièces
pierce,Pierce
pigeon,Pigeon
pilates,Pilates
pile,pile
pink,rose
pioneers,pionniers
pipes,tuyaux
pithy,lapidaire
pitiful,pitoyable
pitt,pitt
pity,pitié
place,placer
placed,placée
places,places
placing,mise
plague,peste
plain,plaine
plan,plan
plane,avion
planet,Planet
planned,prévues
planning,planification
plans,plans
plant,usine
plants,plantes
plastic,plastique
platinum,Platine
play,jouer
played,joué
player,Player
players,joueurs
playful,ludique
playing,jouer
plays,joue
pleasant,agréable
pleasantly,agréablement
please,s'ilvousplaît
pleased,heureux
pleasure,plaisir
plenty,abondance
plot,complot
plotline,intrigue
plots,parcelles
plus,plus
poem,poème
poet,poète
poetic,poétique
poetry,poésie
poignant,poignante
point,point
pointed,a
pointers,pointeurs
pointless,inutile
points,points
police,police
policies,politiques
policy,politique
polished,poli
political,politique
politicians,politiciens
politics,politique
pompous,pompeux
poor,pauvre
poorly,mal
pop,Pop
pop-rock,pop-rock
poppy,pavot
popular,populaires
porn,porn
portion,partie
portrait,Portrait
portrayal,représentation
portrayed,dépeint
portraying,dépeignant
posed,posés
poser,Poser
poses,pose
position,position
positive,positif
positively,positivement
possess,posséder
possibilities,possibilités
possible,possible
possibly,éventuellement
post,post
posted,Posté
pot,pot
potential,potentiels
pound,Pound
pounding,martèlement
power,puissance
powerful,puissant
practical,pratique
practically,pratiquement
practice,pratique
practices,pratiques
praise,louange
pratchett,Pratchett
pray,prier
prayer,prière
prayers,prières
precise,précise
predecessor,prédécesseur
predictable,prévisible
preface,Préface
prefer,préfèrent
preferably,depréférence
preferred,Preferred
prefers,préfère
prejudice,préjudice
premier,Premier
premise,prémisse
premises,locaux
preparing,préparation
preposterous,saugrenue
presence,présence
present,actuel
presentation,Présentation
presentations,Présentations
presented,présenté
presenting,présentant
presents,présente
preserve,préserver
preserved,préservé
president,Président
presidential,présidentielle
press,Presse
pressure,pression
prestigious,prestigieuse
presumably,vraisemblablement
pretend,fairesemblant
pretentious,prétentieux
pretty,joli
prevent,prévenir
previous,Précédent
previously,précédemment
prey,proie
price,prix
priceless,inestimable
prices,prix
primarily,principalement
primary,primaire
princess,princesse
principles,principes
print,Imprimer
printing,impression
prior,avant
prison,prison
prisoner,prisonnier
prisoners,prisonniers
private,privé
pro,Pro
probably,probablement
problem,problème
problems,problèmes
process,processus
processes,processus
produce,produire
produced,produites
producer,producteur
producers,producteurs
producing,produire
product,produit
production,production
products,produits
prof,prof
profanity,blasphématoire
professional,professionnels
professor,Professeur
profound,profonde
prog,prog
program,programme
programmers,programmeurs
progress,progrès
progression,progression
progressive,progressive
project,projet
prolific,prolifique
prom,Prom
prominent,éminent
promised,promis
promising,prometteurs
promote,promouvoir
promoted,promu
prompted,invité
proof,preuve
propaganda,propagande
proper,bon
properly,correctement
properties,propriétés
property,propriété
proportion,proportion
prose,prose
protagonist,protagoniste
protect,protéger
protein,protéines
protest,protester
proud,fier
prove,prouver
proved,prouvé
proves,prouve
provide,fournir
provided,fourni
provides,fournit
providing,fournissant
provoking,provoquant
ps,ps
psychedelic,psychedelic
psychiatrist,psychiatre
psychic,psychique
psycho,psycho
psychological,psychologiques
psychologist,psychologue
public,public
publication,Publication
publicity,publicité
published,publiés
publisher,Editeur
publishing,Publishing
pull,pull
pulled,tiré
pulling,traction
pulsating,pulsatoire
pulse,impulsions
pun,pun
punch,Punch
punctuation,ponctuation
punk,Punk
punks,punks
puppet,marionnettes
purchase,acheter
purchased,acheté
purchasing,d'achat
pure,pur
purely,purement
purpose,but
purposes,fins
pursue,poursuivre
pursuing,poursuivant
pursuit,poursuite
push,push
pushed,poussé
pushing,pousser
put,mettre
puts,met
putting,mettre
quaid,Quaid
qualified,qualifiés
qualities,qualités
quality,qualité
quartet,Quartet
queen,queen
quest,quête
question,question
questions,questions
quick,Quick
quickly,rapidement
quiet,calme
quintet,Quintet
quit,quit
quite,assez
quo,quo
quote,citer
quotes,Cours
quoting,encitant
r,r
r&b,r&b
r.i.p,RIP
rabbi,rabbin
rabbit,lapin
race,course
races,races
racist,raciste
radical,radicale
radio,Radio
rage,rage
rain,pluie
rainy,pluvieux
raise,élever
raised,soulevé
raises,soulève
ralph,Ralph
ramble,divaguer
rambling,randonnées
ran,courut
rand,Rand
random,aléatoire
randy,randy
range,gamme
rant,Rant
ranting,ranting
rap,rap
rape,viol
raped,violées
rapidly,rapidement
rapper,rappeur
rappers,rappeurs
rapping,rapping
rapture,ravissement
rare,rares
rarely,rarement
rate,taux
rated,nominale
rates,taux
rather,plutôt
rating,Note
ratings,evaluations
ratio,Ratio
rational,rationnelle
raving,Raving
raw,cru
ray,ray
raymond,raymond
rca,rca
re-mastered,remastérisée
re-recorded,ré-enregistré
reach,atteindre
reached,atteint
react,réagir
reaction,réaction
reactions,réactions
read,lire
readable,lisibles
reader,lecteur
readers,lecteurs
reading,lecture
readings,lectures
reads,lectures
ready,prêt
real,réel
real-world,dumonderéel
realise,réaliser
realistic,réalistes
realistically,réaliste
realities,réalités
reality,réalité
realize,réaliser
realized,réalisé
really,vraiment
rear,arrière
reason,laraison
reasonably,raisonnablement
reasons,raisons
reba,Reba
rebel,rebelle
reccomend,recommander
receive,recevoir
received,reçues
receives,reçoit
recent,récents
recently,récemment
recieved,reçues
recipe,recette
recipes,Recettes
recognition,reconnaissance
recognizable,reconnaissables
recognize,reconnaître
recomend,recommander
recommend,recommander
recommendations,recommandations
recommended,recommandé
reconcile,concilier
record,record
recorded,enregistrées
recording,enregistrement
recordings,enregistrements
records,dossiers
recreate,recréer
recycled,recyclé
red,rouge
redeem,racheter
redeeming,rédempteur
redgrave,Redgrave
reduce,réduire
reduces,réduit
redundant,redondante
refer,renvoyer
reference,deréférence
references,références
reflected,reflété
reflection,réflexion
reflections,réflexions
reflective,réfléchissants
refreshing,rafraîchissant
refund,restitution
refuse,refuser
refused,refusé
refusing,refusant
regard,observer
regarded,considérée
regarding,concernant
regardless,indifféremment
regards,observe
region,région
regret,regret
regular,ordinaire
regularly,regularly
rehash,rehash
reinforces,renforce
reissue,Réédition
reissued,réédité
relate,rapportent
related,connexes
relates,rapporte
relations,relations
relationship,relation
relationships,relations
relative,relative
relatively,relativement
relax,Détente
relaxing,détente
release,version
released,Paru
releases,Communiquésdepresse
relevant,pertinente
reliable,fiable
religion,lareligion
religious,religieuses
relive,revivre
relying,s'appuyant
remain,rester
remained,resté
remaining,restants
remains,reste
remake,remake
remakes,remakes
remarkable,remarquable
remarkably,remarquablement
remarks,remarques
remastered,remasterisé
remastering,remastérisation
remember,sesouvenir
remembered,rappeler
remembers,sesouvient
remind,rappeler
reminded,rappelé
reminder,rappel
reminds,rappelle
remix,remix
remixes,remixes
remotely,àdistance
remove,supprimer
render,rendre
rendition,«restitutions»
renowned,renommée
rent,louer
rented,loués
renting,location
repeat,répéter
repeated,répétées
repeating,répéter
repeats,répète
repetition,répétition
repetitive,répétitifs
replace,remplacer
replaced,remplacé
replacement,deremplacement
report,rapport
reporting,rapports
represent,représentent
representative,représentant
represented,représentée
represents,représente
republic,République
republican,républicaine
repulsive,répugnant
reputation,réputation
required,nécessaire
rescue,sauvetage
research,rechercher
researched,recherché
researcher,chercheur
researching,recherche
resembles,ressemble
resist,résister
resolve,résoudre
resolved,résolues
resource,ressources
respect,respect
respectable,respectable
respectively,respectivement
responsible,responsable
rest,repos
restaurant,Restaurant
restaurants,Restaurants
restored,restauré
result,suite
results,résultats
retarded,retardé
retreat,retraite
return,retour
returned,retour
returns,Retours
reveal,révéler
revealing,révélant
reveals,révèle
revelation,larévélation
revenge,vengeance
reverb,reverb
reverse,Reverse
review,vérifier
reviewed,revue
reviewer,examinateur
reviewers,commentateurs
reviews,commentaires
revisionist,révisionnistes
revolting,révoltant
revolution,révolution
revolutionary,révolutionnaire
rewarding,enrichissante
rhetorical,rhétoriques
rhymes,Comptines
rhythm,rythme
rhythms,rythmes
rich,riche
richard,richard
richer,plusriches
rid,débarrasser
ride,conduire
rider,coureur
rides,manèges
ridiculous,ridicule
ridiculously,ridiculement
riding,circonscription
riff,Riff
riffs,riffs
right,droit
rights,droits
rio,rio
riot,émeute
rip,RIP
rip-off,rip-off
ripoff,ripoff
ripped,déchiré
rise,selever
rising,lahausse
risks,risques
road,route
rob,rob
robbed,volé
robbery,volqualifié
robert,robert
robin,Robin
robot,Robot
rock,Rock
rocker,rocker
rockers,Rockers
rocket,fusée
rocks,roches
rocky,Rocky
rodgers,Rodgers
roger,roger
rogers,Rogers
role,rôle
roles,rôles
roll,roll
roller,roller
rolling,roulant
roman,Roman
romance,Romance
romantic,romantique
rome,ROME
romero,romero
ronald,ronald
ronnie,Ronnie
roof,toit
room,chambre
roommate,colocation
root,root
roots,racines
rose,rose
ross,ross
rotten,pourri
rough,dur
roughly,environ
round,ronde
rourke,Rourke
route,Route
row,ligne
roy,Roy
royal,Royal
rubbish,ordures
ruin,ruine
ruined,ruinée
ruining,ruiner
ruins,ruines
rule,Règle
rules,règles
run,courir
run-of-the-mill,run-of-the-mill
running,encoursd'exécution
runs,exécute
rush,Rush
rushed,précipitèrent
russell,Russell
ruthless,impitoyable
ryder,Ryder
s,s
sacrifice,sacrifice
sad,triste
sade,Sade
sadly,tristement
sadness,tristesse
safe,ensécurité
safety,sécurité
said,dit
sake,souci
sale,vente
sally,Sally
salsa,Salsa
same,même
sample,échantillon
sampler,Sampler
samples,échantillons
sampling,d'échantillonnage
san,san
sandra,sandra
sang,Sang
santa,santa
santana,Santana
sappy,Sappy
sarah,sarah
sat,sam.
satire,satire
satisfying,satisfaisant
saturday,samedi
save,sauver
saved,sauvé
saves,sauve
saving,l'épargne
saw,scier
saxophone,Saxophone
say,dire
saying,disant
says,dit
scare,effrayer
scared,effrayé
scares,effraie
scarier,effrayant
scary,scary
scattered,dispersés
scenario,scénario
scene,scène
scenery,Décor
scenes,scènes
schedule,calendrier
scheme,régime
school,école
sci-fi,Sci-Fi
science,Science
scientific,scientifique
scientist,scientifique
scope,étendue
score,Score
scored,marqué
scores,scores
scott,scott
scratch,Scratch
scratching,gratter
scratchy,scratchy
screaming,hurler
screams,cris
screen,écran
screenplay,Scénario
screwball,Screwball
script,script
scripture,Ecriture
scriptures,Écritures
scroll,rouleau
sea,mer
search,recherche
searching,Searching
seas,mer
season,saison
seasons,saisons
seattle,Seattle
second,seconde
secondly,d'autrepart
seconds,seconde
secret,secret
secretary,Secrétaire
secrets,secrets
section,section
sections,sections
secure,sécurisé
seductive,séduction
see,voir
seed,semences
seeing,voyant
seek,rechercher
seeking,cherche
seeks,cherche
seem,semblent
seemed,semblait
seems,semble
seen,vu
sees,voit
segment,segment
selected,sélectionnés
selection,sélection
selections,sélections
self,auto
self-indulgent,self-indulgent
self-serving,égocentriques
selfish,égoïste
sell,vendre
seller,vendeur
selling,vendre
sells,vend
seminal,séminales
send,envoyer
sending,d'envoi
sends,envoie
sense,sens
sensibility,sensibilité
sensitive,sensibles
sensual,sensuelle
sent,envoyé
sentence,phrase
sentences,phrases
sentiment,sentiment
sentiments,sentiments
sepultura,Sepultura
sequel,suite
sequels,séquelles
sequence,séquence
sequences,séquences
series,série
serious,graves
seriously,sérieusement
servant,serviteur
served,servi
service,service
session,session
sessions,sessions
set,définir
set-up,set-up
sets,ensembles
setting,paramètre
settings,Paramètres
settle,régler
seven,sept
seventh,septième
seventies,soixante-dix
several,plusieurs
severe,sévère
severely,sévèrement
sex,sexe
sexist,sexistes
sexual,sexuelle
sexy,sexy
shade,ombre
shadow,ombre
shadows,ombres
shady,ombragé
shake,shake
shakespeare,Shakespeare
shaky,fragile
shallow,peuprofondes
shame,honte
shape,forme
share,partager
shares,part
sharing,partage
sharp,tranchant
she,elle
shed,hangar
sheer,pure
sheriff,shérif
shift,déplacement
shine,Shine
shines,brille
shining,brillant
ship,expédier
shipped,expédiées
shipping,expédition
ships,habituellement
shock,choc
shocked,choqué
shocking,choquant
shoes,chaussures
shoot,shoot
shooting,Tir
shoots,pousses
shop,Shop
shopping,Shopping
short,court
shorter,pluscourte
shortly,peudetemps
shot,tir
shots,plans
should,devrait
shouting,criant
show,montrer
showcases,vitrines
showdown,Showdown
showed,montré
shower,sedoucher
showing,montrant
shown,montré
shows,montre
sick,malade
sickness,maladie
side,côté
sidekick,Sidekick
sides,côtés
sidney,Sidney
sign,S'inscrire
signed,signé
significance,signification
signs,signes
silence,silence
silent,silencieuse
silly,débile
silver,Argent
similar,similaires
similarly,Demême
simple,simple
simplicity,simplicité
simplistic,simpliste
simply,toutsimplement
simpson,simpson
simultaneously,simultanément
sin,sin
since,depuis
sincere,sincère
sincerely,sincèrement
sing,chanter
singer,chanteur
singers,chanteurs
singing,chanter
single,célibataire
singles,Singles
sings,chante
sink,couler
sissy,Sissy
sister,soeur
sisters,sœurs
sit,sit
site,site
sites,sites
sitting,séance
situation,situation
situations,situations
six,six
sixth,sixième
sixties,sixties
size,taille
sized,detaille
sizes,tailles
skeleton,squelette
skewed,biaisé
skill,qualification
skilled,qualifiés
skillfully,habilement
skills,qualifications
skimmed,écrémé
skin,peau
skip,sauter
skipping,skipping
skits,sketches
sky,ciel
slang,slang
slap,slap
slave,slavey
slaves,esclaves
sleep,dormir
sleeping,dormir
slightly,légèrement
slim,mince
slip,slip
sloppy,sloppy
slow,lent
slower,pluslent
slowly,lentement
slows,ralentit
sly,Sly
small,petit
smaller,pluspetits
smart,intelligent
smarter,intelligemment
smash,Smash
smashing,Smashing
smell,odeur
smile,sourire
smith,Smith
smoke,fumée
smokin,Smokin
smoking,fumer
smooth,doux
smoothly,endouceur
smug,Frimeur
sneak,Sneak
snipes,Snipes
snl,SNL
snow,neige
so,ainsi
so-called,soi-disant
so-so,so-so
soaring,laflambéedes
social,sociale
socialism,lesocialisme
society,société
soft,soft
softcore,softcore
softer,plusdoux
software,Software
sold,vendu
solely,uniquement
solid,solide
solo,solo
soloing,solo
soloists,solistes
solos,solos
solution,solution
solve,résoudre
solved,résolu
somber,sombre
some,quelques
somebody,quelqu'un
someday,Someday
somehow,enquelquesorte
someone,quelqu'un
something,quelquechose
sometimes,parfois
somewhat,unpeu
somewhere,quelquepart
son,fils
song,chanson
songbook,Songbook
songs,chansons
songwriter,songwriter
songwriters,auteurs-compositeurs
songwriting,songwriting
sonic,Sonic
sonny,sonny
sony,sony
soon,bientôt
sooner,tôt
soooo,soooo
soothing,apaisant
sophomoric,sophomoric
sorely,cruellement
sorry,désolé
sort,trier
sorts,sortes
soul,âme
soulful,Soulful
soulless,sansâme
souls,âmes
sound,sonore
sounded,sonné
sounding,sondage
sounds,sons
soundtrack,Soundtrack
source,source
sources,sources
south,sud
southern,sud
soviet,soviet
space,l'espace
spain,Espagne
span,span
spare,derechange
spark,étincelle
sparse,clairsemée
speak,parler
speaking,parlant
speaks,parle
special,spéciales
specially,spécialement
specific,spécifiques
spectacular,spectaculaire
spectrum,spectre
speed,vitesse
spell,sort
spelling,orthographe
spend,dépenser
spending,dépenses
spends,dépense
spent,passé
spider,Spider
spin,spin
spinal,spinal
spine,rachis
spinning,lafilature
spirit,esprit
spirited,Spirited
spiritual,spirituelle
spirituality,spiritualité
spite,Malgré
splendid,splendide
split,diviser
spoiled,gâté
spoiler,Aileron
spoke,parlé
spoken,parlée
spontaneous,spontanée
sports,Sports
spot,place
spotlight,Spotlight
spouse,conjoint
spreading,épandage
spree,Spree
spring,printemps
sprinkled,saupoudré
squeeze,squeeze
srv,srv
ss,SS
st,st
staff,équipe
stage,stade
stale,rassis
stallone,Stallone
stan,Stan
stand,êtredebout
stand-up,stand-up
standard,Standard
standards,normes
standing,permanent
standout,standout
standouts,standouts
standpoint,pointdevue
stands,peuplements
stanley,Stanley
staple,discontinues
star,étoile
staring,regarder
stark,Stark
starring,Mettantenvedette
stars,étoiles
start,démarrer
started,commencé
starters,démarreurs
starting,partir
startling,surprenante
starts,commence
state,état
stated,adéclaré
statement,déclaration
statements,déclarations
states,Etats
static,statique
station,Gare
status,état
stay,rester
staying,rester
stays,séjours
steady,stable
steal,voler
stealing,voler
steam,vapeur
steel,acier
steely,Steely
steer,piloter
stellar,stellaire
step,étape
stephen,stephen
stereo,stéréo
stereotype,stéréotype
stereotypes,lesstéréotypes
stereotypical,stéréotypés
sterling,sterling
steve,steve
steven,steven
stevie,stevie
stewart,stewart
stick,coller
sticking,coller
sticks,bâtons
stiff,raide
still,immobile
stiller,Stiller
stilted,guindé
stimulate,stimuler
stinker,salaud
stinks,pue
stirring,remuant
stock,stock
stoker,chauffeur
stole,gagné
stomach,estomac
stone,pierre
stood,debout
stop,arrêter
store,stocker
stores,magasins
stories,histoires
storm,tempête
story,histoire
storyline,storyline
storylines,canevas
storyteller,conteur
straight,droit
straightforward,simple
straits,détroits
strange,étrange
strangely,étrangement
strangers,étrangers
straw,paille
street,rue
strength,force
stress,stress
stretch,stretch
strikes,lesgrèves
striking,frappant
string,string
strings,strings
stripped,dépouillé
strokes,accidentsvasculairescérébraux
strong,fort
stronger,forte
strongest,plusfort
strongly,vivement
struck,frappé
structure,structure
structures,structures
struggle,lutte
struggled,lutté
struggles,luttes
struggling,luttent
stuart,Stuart
stuck,bloqué
student,étudiant
students,étudiants
studies,études
studio,Studio
study,étude
studying,étudiant
stuff,affaires
stuffed,farcies
stumbles,trébuche
stunned,étourdi
stunning,étourdissement
stupid,stupide
stupidest,stupide
stupidity,bêtise
style,style
styles,styles
stylish,élégant
subdued,modérée
subject,sujet
subjected,soumis
subjective,subjective
subjects,sujets
submission,présentation
submit,envoyer
submitted,soumis
subpar,subpar
subplot,subplot
subsequent,ultérieures
substance,substance
subtitles,sous-titres
subtle,subtil
succeeded,réussi
succeeds,succèdeà
success,succès
successful,réussie
successfully,avecsuccès
such,tel
suck,sucer
sucked,sucé
sucks,sucks
sudden,soudaine
suddenly,subitement
suffer,souffrent
suffered,subi
suffering,souffrance
sufficient,suffisante
suggest,suggèrent
suggested,suggéré
suggestion,suggestion
suggests,suggère
suicide,suicide
suit,costume
suite,Suite
suited,adapté
sum,somme
summary,Sommaire
summer,été
sun,soleil
sung,chanté
sunrise,leverdusoleil
sunset,Coucherdusoleil
super,super
superb,superbe
superbly,superbement
superficial,superficielle
superior,supérieure
supernatural,surnaturel
superstar,Superstar
supplement,Supplément
supplies,fournitures
supply,fournir
support,soutenir
supporting,soutenir
suppose,Supposons
supposed,supposé
supposedly,supposément
supreme,suprême
sure,certain
surely,sûrement
surface,surface
surgery,chirurgie
surprise,surprise
surprised,surpris
surprises,surprises
surprising,surprenant
surprisingly,surprenant
surrender,cession
surround,surround
surrounded,entouré
surroundings,Environs
survival,desurvie
survive,survivre
survived,survécu
survivor,survivant
suspect,suspect
suspected,suspectée
suspend,suspendre
suspense,suspense
suspenseful,suspense
suspension,suspension
suspicious,suspectes
swallow,avaler
sweat,sueur
sweet,sucré
swim,nager
swing,Swing
swinging,balancer
switch,basculer
sword,épée
symbolism,symbolisme
sympathetic,sympathique
symphonic,symphonique
symphonies,symphonies
symphony,symphonie
symptoms,symptômes
syndrome,Lesyndrome
synth,Synth
synthesizer,synthétiseur
synths,synthés
system,système
t,t
t.v,tv
table,table
tactics,tactiques
tad,tad
take,prendre
taken,prise
takes,a
taking,entenant
tale,conte
talent,talent
talented,talentueux
talentless,sanstalent
talents,talents
tales,contes
talk,parler
talked,parlé
talking,parler
talks,entretiens
tap,Appuyezsur
tape,bande
tapes,bandes
target,cible
tarot,tarot
taste,goûter
tasteful,debongoût
tastes,goûts
tasty,savoureux
taxes,taxes
taylor,Taylor
tea,thé
teach,enseigner
teacher,professeur
teachers,enseignants
teaches,enseigne
teaching,l'enseignement
team,équipe
tear,lacrymogène
tears,larmes
tech,Tech
technical,techniques
technique,technique
techniques,techniques
technology,latechnologie
ted,Ted
tedious,fastidieux
teenage,chezlesadolescentes
teenager,adolescent
teenagers,adolescents
teens,Teens
teeth,dents
television,télévision
tell,dire
telling,raconter
tells,raconte
tempo,tempo
temporary,temporaire
ten,dix
tendencies,tendances
tendency,tendance
tender,appeld'offres
tends,tend
tenor,ténor
tense,tendue
tension,tension
tenth,dixième
term,terme
terminator,Terminator
terminology,terminologie
terms,termes
terrible,terrible
terribly,terriblement
terrific,terrible
terrifying,terrifiant
territory,territoire
terror,terreur
terry,Terry
test,tester
testament,Testament
testimony,témoignage
testing,test
tests,essais
texas,texas
text,Texte
texts,textes
tha,tha
than,que
thank,merci
thanks,merci
that,que
thats,thats
the,le
theater,théâtre
theatre,Théâtre
their,leur
theirs,laleur
them,eux
theme,thème
themes,Thèmes
themselves,eux-mêmes
then,puis
theological,théologiques
theories,théories
theory,théorie
therapist,thérapeute
therapy,thérapie
there,làbas
therefore,parconséquent
these,ces
thesis,thèse
they,ils
thick,épais
thief,voleur
thier,leur
thin,fin
thing,chose
things,choses
think,penser
thinker,penseur
thinking,pensée
thinks,pense
third,troisième
thirteen,treize
this,cet
thomas,thomas
thompson,Thompson
thorough,approfondie
thoroughly,àfond
those,ces
though,malgré
thought,pensée
thoughtful,réfléchie
thoughts,pensées
threat,menace
three,trois
threw,jeta
thrill,frisson
thrilled,ravis
thriller,Thriller
thrillers,Thrillers
thrilling,passionnant
thrills,frissons
through,via
throughout,partoutdans
throw,jeter
throwing,jeter
thrown,jetés
thru,via
thug,Thug
thugs,Thugs
thurman,Thurman
thus,donc
ticket,billet
ties,liens
tight,serré
til,til
till,till
tim,Tim
time,heure
timeless,intemporel
timely,entempsopportun
times,fois
timing,calendrier
timothy,Timothy
tiny,tiny
tip,Astuce
tips,Conseils
tire,pneu
tired,fatigué
tiresome,ennuyeux
tiring,fatigant
title,Titre
titled,intitulé
to,à
today,aujourd'hui
todd,todd
toddler,Toddler
together,ensemble
told,dit
tolerable,tolérable
tom,tom
tommy,tommy
tone,ton
tonight,cesoir
tons,tonnes
tony,tony
too,aussi
took,pris
tool,outil
tools,outils
top,haut
topic,Sujet
topics,Thèmes
topped,surmonté
torture,torture
toss,toss
total,Total
totally,totalement
touch,contact
touched,touché
touches,touche
touching,toucher
tough,résistant
tour,Tour
touring,Touring
tourist,touristique
toward,vers
towards,vers
tower,tour
town,ville
towns,villes
toys,Jouets
trace,trace
track,piste
tracks,pistes
tracy,tracy
trade,commerce
trademark,marque
traders,commerçants
trading,commercial
tradition,tradition
traditional,traditionnelles
traffic,trafic
tragedy,tragédie
tragic,tragique
tragically,tragiquement
trailer,remorque
train,train
trainer,formateur
training,formation
transfer,transfert
transformation,transformation
transformed,transformé
transforms,transforme
translation,Traduction
trap,piège
trapped,piégé
trash,trash
travel,Voyage
travelling,voyager
travels,voyages
travesty,travestissement
treasure,trésor
treat,traiter
treated,traités
treatment,traitement
treatments,traitements
trees,arbres
trek,Trek
tremendous,formidable
trends,tendances
triangle,Triangle
tribal,tribales
tribulation,tribulation
tribute,hommage
trick,trick
tried,essayé
tries,essaie
trio,Trio
trip,voyage
tripe,tripiers
trippy,trippy
trite,banal
triumph,triomphe
trivial,trivial
trouble,problème
troubled,troublé
troubles,troubles
truck,camion
true,VRAI
truly,vraiment
truman,Truman
trumpet,trompette
trust,confiance
trusted,confiance
truth,vérité
truths,vérités
try,essayer
trying,essaie
tune,tune
tuned,tuned
tunes,tunes
tupac,tupac
turn,tour
turned,tourna
turning,tournant
turns,tourne
tv,tv
twentieth,vingtième
twice,deuxfois
twist,Twist
twists,torsions
two,deux
type,type
types,types
typical,typique
typically,généralement
typos,typos
u,u
u.s,nous
ugh,ugh
ugly,laid
uh,euh
ultimate,ultime
ultimately,finalement
ultra,Ultra
um,um
uma,uma
un,Nationsunies
unable,incapables
unattractive,peuattrayant
unaware,ignorent
unbearable,insupportable
unbelievable,incroyable
unbelievably,incroyablement
unbiased,impartiale
unbiblical,biblique
unconventional,nonconventionnelles
unconvincing,convaincant
undeniable,indéniable
undeniably,indéniablement
under,sous
undercover,infiltration
underground,souterraines
undermine,saper
undermines,sape
underneath,ci-dessous
underrated,underrated
understand,comprendre
understandable,compréhensible
understanding,compréhension
understands,comprend
understood,compris
uneven,inégale
unexpected,inattendu
unfamiliar,inconnu
unfold,Déplier
unfolds,sedéploie
unforgettable,inoubliable
unfortunate,malheureux
unfortunately,malheureusement
unfunny,unfunny
unhelpful,inutile
uninspired,sansinspiration
uninspiring,uninspiring
unintentionally,involontairement
uninteresting,inintéressant
unique,unique
uniquely,unique
united,unis
universal,universel
universe,Univers
universities,universités
university,Université
unless,àmoinsque
unlikable,antipathique
unlike,Contrairement
unlikely,peuprobable
unlistenable,unlistenable
unmemorable,immémorial
unnatural,contrenature
unnecessary,inutile
unoriginal,nonoriginales
unpredictable,imprévisibles
unrated,unrated
unreadable,illisibles
unsatisfying,insatisfaisant
unseen,invisible
unsettling,troublant
unsuspecting,méfiance
until,jusqu'àceque
unusual,inhabituel
unwatchable,Intolérable
up,verslehaut
upbeat,upbeat
updated,Miseàjour
uplifting,uplifting
upon,sur
upper,supérieur
upset,énerver
uptempo,uptempo
us,nous
usa,ETATS-UNIS
use,utiliser
used,utilisée
useful,Utiles
useless,inutile
user,Utilisateur
users,utilisateurs
uses,utilise
using,utilisant
usual,d'habitude
usually,habituellement
utmost,extrême
utter,proférer
utterly,absolument
v,v
vacation,vacances
vague,vague
vain,vaine
val,val
valley,vallée
valuable,précieux
value,valeur
values,valeurs
vampire,Vampire
van,van
vanessa,vanessa
vapid,insipide
variables,variables
variation,variation
variations,variations
varied,variées
variety,variété
various,divers
vary,varient
vast,vaste
vastly,beaucoup
vegas,vegas
vein,veine
velvet,velours
venture,venture
verbal,verbale
verdict,verdict
versatile,polyvalent
verse,verset
version,version
versions,Versions
versus,versus
verve,Verve
very,très
veteran,vétéran
vhs,vhs
via,via
vibe,Vibe
vibrant,dynamique
vice,vice
vicious,vicieux
victims,victimes
victorian,victorian
video,vidéo
videos,Vidéos
view,affichage
viewer,visualiseur
viewers,téléspectateurs
viewing,visualisation
views,Vues
village,village
villain,villain
vintage,vintage
violence,violence
violent,violents
violin,violon
virgin,Virgin
virtually,pratiquement
virtue,lavertu
virtuosity,virtuosité
vision,vision
visionary,visionnaire
visions,visions
visit,Visite
visited,visité
visits,visites
visual,visuelle
vivid,vive
vividly,vivement
vocabulary,vocabulaire
vocal,vocal
vocalist,chanteur
vocalists,chanteurs
vocally,vocalement
vocals,Chant
voice,voix
voices,voix
void,void
vol,vol
volume,Volume
volumes,volumes
voted,voté
vs,vs
vulgar,vulgaire
w,w
w/,w/
wack,Wack
wacky,Wacky
wait,attendre
waited,attendu
waiting,attente
waits,attend
wake,suite
walk,marcher
walked,Àpied
walker,Walker
walking,marche
walks,promenades
wall,mur
walls,murs
waltz,Waltz
wandering,errant
wanders,erre
wanna,veux
wannabe,Wannabe
want,vouloir
wanted,voulu
wanting,vouloir
wants,veut
war,guerre
warfare,laguerre
warm,chaud
warned,prévenu
warner,Warner
warning,avertissement
warrant,mandat
warriors,guerriers
wars,guerres
was,était
washington,washington
waste,gaspiller
wasted,gaspillé
wasting,gaspiller
watch,regarder
watchable,regardable
watched,Consulté
watches,montres
watching,regarder
water,eau
watered,abreuvés
waters,eaux
wave,vague
waves,vagues
way,manière
wayne,wayne
ways,moyens
we,nous
weak,faible
weakest,lesplusfaibles
weakness,faiblesse
wealth,richesse
wealthy,riche
weapons,armes
weather,temps
weaves,tisse
web,Web
website,siteweb
websites,sitesweb
wedding,Mariage
week,semaine
weeks,semaine
weight,poids
weird,bizarre
welcome,bienvenue
welfare,bien-être
well,bien
well-developed,biendéveloppé
well-done,bienfait
well-known,bienconnu
well-written,bienécrit
went,allé
were,étions
wesley,Wesley
west,West
western,Western
wet,mouillé
what,quoi
whatever,peuimporte
whatsoever,quecesoit
wheel,roue
when,quand
where,où
whereas,considérantque
wherever,partoutoù
