source,target
tarte,pie
morceau,piece
pièces,pieces
Pierce,pierce
Pigeon,pigeon
Pilates,pilates
pile,pile
rose,pink
pionniers,pioneers
tuyaux,pipes
lapidaire,pithy
pitoyable,pitiful
pitt,pitt
pitié,pity
placer,place
placée,placed
places,places
mise,placing
peste,plague
plaine,plain
plan,plan
avion,plane
Planet,planet
prévues,planned
planification,planning
plans,plans
usine,plant
plantes,plants
plastique,plastic
Platine,platinum
jouer,play
joué,played
Player,player
joueurs,players
ludique,playful
jouer,playing
joue,plays
agréable,pleasant
agréablement,pleasantly
s'ilvousplaît,please
heureux,pleased
plaisir,pleasure
abondance,plenty
complot,plot
intrigue,plotline
parcelles,plots
plus,plus
poème,poem
poète,poet
poétique,poetic
poésie,poetry
poignante,poignant
point,point
a,pointed
pointeurs,pointers
inutile,pointless
points,points
police,police
politiques,policies
politique,policy
poli,polished
politique,political
politiciens,politicians
politique,politics
pompeux,pompous
pauvre,poor
mal,poorly
Pop,pop
pop-rock,pop-rock
pavot,poppy
populaires,popular
porn,porn
partie,portion
Portrait,portrait
représentation,portrayal
dépeint,portrayed
dépeignant,portraying
posés,posed
Poser,poser
pose,poses
position,position
positif,positive
positivement,positively
posséder,possess
possibilités,possibilities
possible,possible
éventuellement,possibly
post,post
Posté,posted
pot,pot
potentiels,potential
Pound,pound
martèlement,pounding
puissance,power
puissant,powerful
pratique,practical
pratiquement,practically
pratique,practice
pratiques,practices
louange,praise
Pratchett,pratchett
prier,pray
prière,prayer
prières,prayers
précise,precise
prédécesseur,predecessor
prévisible,predictable
Préface,preface
préfèrent,prefer
depréférence,preferably
Preferred,preferred
préfère,prefers
préjudice,prejudice
Premier,premier
prémisse,premise
locaux,premises
préparation,preparing
saugrenue,preposterous
présence,presence
actuel,present
Présentation,presentation
Présentations,presentations
présenté,presented
présentant,presenting
présente,presents
préserver,preserve
préservé,preserved
Président,president
présidentielle,presidential
Presse,press
pression,pressure
prestigieuse,prestigious
vraisemblablement,presumably
fairesemblant,pretend
prétentieux,pretentious
joli,pretty
prévenir,prevent
Précédent,previous
précédemment,previously
proie,prey
prix,price
inestimable,priceless
prix,prices
principalement,primarily
primaire,primary
princesse,princess
principes,principles
Imprimer,print
impression,printing
avant,prior
prison,prison
prisonnier,prisoner
prisonniers,prisoners
privé,private
Pro,pro
probablement,probably
problème,problem
problèmes,problems
processus,process
processus,processes
produire,produce
produites,produced
producteur,producer
producteurs,producers
produire,producing
produit,product
production,production
produits,products
prof,prof
blasphématoire,profanity
professionnels,professional
Professeur,professor
profonde,profound
prog,prog
programme,program
programmeurs,programmers
progrès,progress
progression,progression
progressive,progressive
projet,project
prolifique,prolific
Prom,prom
éminent,prominent
promis,promised
prometteurs,promising
promouvoir,promote
promu,promoted
invité,prompted
preuve,proof
propagande,propaganda
bon,proper
correctement,properly
propriétés,properties
propriété,property
proportion,proportion
prose,prose
protagoniste,protagonist
protéger,protect
protéines,protein
protester,protest
fier,proud
prouver,prove
prouvé,proved
prouve,proves
fournir,provide
fourni,provided
fournit,provides
fournissant,providing
provoquant,provoking
ps,ps
psychedelic,psychedelic
psychiatre,psychiatrist
psychique,psychic
psycho,psycho
psychologiques,psychological
psychologue,psychologist
public,public
Publication,publication
publicité,publicity
publiés,published
Editeur,publisher
Publishing,publishing
pull,pull
tiré,pulled
traction,pulling
pulsatoire,pulsating
impulsions,pulse
pun,pun
Punch,punch
ponctuation,punctuation
Punk,punk
punks,punks
marionnettes,puppet
acheter,purchase
acheté,purchased
d'achat,purchasing
pur,pure
purement,purely
but,purpose
fins,purposes
poursuivre,pursue
poursuivant,pursuing
poursuite,pursuit
push,push
poussé,pushed
pousser,pushing
mettre,put
met,puts
mettre,putting
Quaid,quaid
qualifiés,qualified
qualités,qualities
qualité,quality
Quartet,quartet
queen,queen
quête,quest
question,question
questions,questions
Quick,quick
rapidement,quickly
calme,quiet
Quintet,quintet
quit,quit
assez,quite
quo,quo
citer,quote
Cours,quotes
encitant,quoting
r,r
r&b,r&b
RIP,r.i.p
rabbin,rabbi
lapin,rabbit
course,race
races,races
raciste,racist
radicale,radical
Radio,radio
rage,rage
pluie,rain
pluvieux,rainy
élever,raise
soulevé,raised
soulève,raises
Ralph,ralph
divaguer,ramble
randonnées,rambling
courut,ran
Rand,rand
aléatoire,random
randy,randy
gamme,range
Rant,rant
ranting,ranting
rap,rap
viol,rape
violées,raped
rapidement,rapidly
rappeur,rapper
rappeurs,rappers
rapping,rapping
ravissement,rapture
rares,rare
rarement,rarely
taux,rate
nominale,rated
taux,rates
plutôt,rather
Note,rating
evaluations,ratings
Ratio,ratio
rationnelle,rational
Raving,raving
cru,raw
ray,ray
raymond,raymond
rca,rca
remastérisée,re-mastered
ré-enregistré,re-recorded
atteindre,reach
atteint,reached
réagir,react
réaction,reaction
réactions,reactions
lire,read
lisibles,readable
lecteur,reader
lecteurs,readers
lecture,reading
lectures,readings
lectures,reads
prêt,ready
réel,real
dumonderéel,real-world
réaliser,realise
réalistes,realistic
réaliste,realistically
réalités,realities
réalité,reality
réaliser,realize
réalisé,realized
vraiment,really
arrière,rear
laraison,reason
raisonnablement,reasonably
raisons,reasons
Reba,reba
rebelle,rebel
recommander,reccomend
recevoir,receive
reçues,received
reçoit,receives
récents,recent
récemment,recently
reçues,recieved
recette,recipe
Recettes,recipes
reconnaissance,recognition
reconnaissables,recognizable
reconnaître,recognize
recommander,recomend
recommander,recommend
recommandations,recommendations
recommandé,recommended
concilier,reconcile
record,record
enregistrées,recorded
enregistrement,recording
enregistrements,recordings
dossiers,records
recréer,recreate
recyclé,recycled
rouge,red
racheter,redeem
rédempteur,redeeming
Redgrave,redgrave
réduire,reduce
réduit,reduces
redondante,redundant
renvoyer,refer
deréférence,reference
références,references
reflété,reflected
réflexion,reflection
réflexions,reflections
réfléchissants,reflective
rafraîchissant,refreshing
restitution,refund
refuser,refuse
refusé,refused
refusant,refusing
observer,regard
considérée,regarded
concernant,regarding
indifféremment,regardless
observe,regards
région,region
regret,regret
ordinaire,regular
regularly,regularly
rehash,rehash
renforce,reinforces
Réédition,reissue
réédité,reissued
rapportent,relate
connexes,related
rapporte,relates
relations,relations
relation,relationship
relations,relationships
relative,relative
relativement,relatively
Détente,relax
détente,relaxing
version,release
Paru,released
Communiquésdepresse,releases
pertinente,relevant
fiable,reliable
lareligion,religion
religieuses,religious
revivre,relive
s'appuyant,relying
rester,remain
resté,remained
restants,remaining
reste,remains
remake,remake
remakes,remakes
remarquable,remarkable
remarquablement,remarkably
remarques,remarks
remasterisé,remastered
remastérisation,remastering
sesouvenir,remember
rappeler,remembered
sesouvient,remembers
rappeler,remind
rappelé,reminded
rappel,reminder
rappelle,reminds
remix,remix
remixes,remixes
àdistance,remotely
supprimer,remove
rendre,render
«restitutions»,rendition
renommée,renowned
louer,rent
loués,rented
location,renting
répéter,repeat
répétées,repeated
répéter,repeating
répète,repeats
répétition,repetition
répétitifs,repetitive
remplacer,replace
remplacé,replaced
deremplacement,replacement
rapport,report
rapports,reporting
représentent,represent
représentant,representative
représentée,represented
représente,represents
République,republic
républicaine,republican
répugnant,repulsive
réputation,reputation
nécessaire,required
sauvetage,rescue
rechercher,research
recherché,researched
chercheur,researcher
recherche,researching
ressemble,resembles
résister,resist
résoudre,resolve
résolues,resolved
ressources,resource
respect,respect
respectable,respectable
respectivement,respectively
responsable,responsible
repos,rest
Restaurant,restaurant
Restaurants,restaurants
restauré,restored
suite,result
résultats,results
retardé,retarded
retraite,retreat
retour,return
retour,returned
Retours,returns
révéler,reveal
révélant,revealing
révèle,reveals
larévélation,revelation
vengeance,revenge
reverb,reverb
Reverse,reverse
vérifier,review
revue,reviewed
examinateur,reviewer
commentateurs,reviewers
commentaires,reviews
révisionnistes,revisionist
révoltant,revolting
révolution,revolution
révolutionnaire,revolutionary
enrichissante,rewarding
rhétoriques,rhetorical
Comptines,rhymes
rythme,rhythm
rythmes,rhythms
riche,rich
richard,richard
plusriches,richer
débarrasser,rid
conduire,ride
coureur,rider
manèges,rides
ridicule,ridiculous
ridiculement,ridiculously
circonscription,riding
Riff,riff
riffs,riffs
droit,right
droits,rights
rio,rio
émeute,riot
RIP,rip
rip-off,rip-off
ripoff,ripoff
déchiré,ripped
selever,rise
lahausse,rising
risques,risks
route,road
rob,rob
volé,robbed
volqualifié,robbery
robert,robert
Robin,robin
Robot,robot
Rock,rock
rocker,rocker
Rockers,rockers
fusée,rocket
roches,rocks
Rocky,rocky
Rodgers,rodgers
roger,roger
Rogers,rogers
rôle,role
rôles,roles
roll,roll
roller,roller
roulant,rolling
Roman,roman
Romance,romance
romantique,romantic
ROME,rome
romero,romero
ronald,ronald
Ronnie,ronnie
toit,roof
chambre,room
colocation,roommate
root,root
racines,roots
rose,rose
ross,ross
pourri,rotten
dur,rough
environ,roughly
ronde,round
Rourke,rourke
Route,route
ligne,row
Roy,roy
Royal,royal
ordures,rubbish
ruine,ruin
ruinée,ruined
ruiner,ruining
ruines,ruins
Règle,rule
règles,rules
courir,run
run-of-the-mill,run-of-the-mill
encoursd'exécution,running
exécute,runs
Rush,rush
précipitèrent,rushed
Russell,russell
impitoyable,ruthless
Ryder,ryder
s,s
sacrifice,sacrifice
triste,sad
Sade,sade
tristement,sadly
tristesse,sadness
ensécurité,safe
sécurité,safety
dit,said
souci,sake
vente,sale
Sally,sally
Salsa,salsa
même,same
échantillon,sample
Sampler,sampler
échantillons,samples
d'échantillonnage,sampling
san,san
sandra,sandra
Sang,sang
santa,santa
Santana,santana
Sappy,sappy
sarah,sarah
sam.,sat
satire,satire
satisfaisant,satisfying
samedi,saturday
sauver,save
sauvé,saved
sauve,saves
l'épargne,saving
scier,saw
Saxophone,saxophone
dire,say
disant,saying
dit,says
effrayer,scare
effrayé,scared
effraie,scares
effrayant,scarier
scary,scary
dispersés,scattered
scénario,scenario
scène,scene
Décor,scenery
scènes,scenes
calendrier,schedule
régime,scheme
école,school
Sci-Fi,sci-fi
Science,science
scientifique,scientific
scientifique,scientist
étendue,scope
Score,score
marqué,scored
scores,scores
scott,scott
Scratch,scratch
gratter,scratching
scratchy,scratchy
hurler,screaming
cris,screams
écran,screen
Scénario,screenplay
Screwball,screwball
script,script
Ecriture,scripture
Écritures,scriptures
rouleau,scroll
mer,sea
recherche,search
Searching,searching
mer,seas
saison,season
saisons,seasons
Seattle,seattle
seconde,second
d'autrepart,secondly
seconde,seconds
secret,secret
Secrétaire,secretary
secrets,secrets
section,section
sections,sections
sécurisé,secure
séduction,seductive
voir,see
semences,seed
voyant,seeing
rechercher,seek
cherche,seeking
cherche,seeks
semblent,seem
semblait,seemed
semble,seems
vu,seen
voit,sees
segment,segment
sélectionnés,selected
sélection,selection
sélections,selections
auto,self
self-indulgent,self-indulgent
égocentriques,self-serving
égoïste,selfish
vendre,sell
vendeur,seller
vendre,selling
vend,sells
séminales,seminal
envoyer,send
d'envoi,sending
envoie,sends
sens,sense
sensibilité,sensibility
sensibles,sensitive
sensuelle,sensual
envoyé,sent
phrase,sentence
phrases,sentences
sentiment,sentiment
sentiments,sentiments
Sepultura,sepultura
suite,sequel
séquelles,sequels
séquence,sequence
séquences,sequences
série,series
graves,serious
sérieusement,seriously
serviteur,servant
servi,served
service,service
session,session
sessions,sessions
définir,set
set-up,set-up
ensembles,sets
paramètre,setting
Paramètres,settings
régler,settle
sept,seven
septième,seventh
soixante-dix,seventies
plusieurs,several
sévère,severe
sévèrement,severely
sexe,sex
sexistes,sexist
sexuelle,sexual
sexy,sexy
ombre,shade
ombre,shadow
ombres,shadows
ombragé,shady
shake,shake
Shakespeare,shakespeare
fragile,shaky
peuprofondes,shallow
honte,shame
forme,shape
partager,share
part,shares
partage,sharing
tranchant,sharp
elle,she
hangar,shed
pure,sheer
shérif,sheriff
déplacement,shift
Shine,shine
brille,shines
brillant,shining
expédier,ship
expédiées,shipped
expédition,shipping
habituellement,ships
choc,shock
choqué,shocked
choquant,shocking
chaussures,shoes
shoot,shoot
Tir,shooting
pousses,shoots
Shop,shop
Shopping,shopping
court,short
pluscourte,shorter
peudetemps,shortly
tir,shot
plans,shots
devrait,should
criant,shouting
montrer,show
vitrines,showcases
Showdown,showdown
montré,showed
sedoucher,shower
montrant,showing
montré,shown
montre,shows
malade,sick
maladie,sickness
côté,side
Sidekick,sidekick
côtés,sides
Sidney,sidney
S'inscrire,sign
signé,signed
signification,significance
signes,signs
silence,silence
silencieuse,silent
débile,silly
Argent,silver
similaires,similar
Demême,similarly
simple,simple
simplicité,simplicity
simpliste,simplistic
toutsimplement,simply
simpson,simpson
simultanément,simultaneously
sin,sin
depuis,since
sincère,sincere
sincèrement,sincerely
chanter,sing
chanteur,singer
chanteurs,singers
chanter,singing
célibataire,single
Singles,singles
chante,sings
couler,sink
Sissy,sissy
soeur,sister
sœurs,sisters
sit,sit
site,site
sites,sites
séance,sitting
situation,situation
situations,situations
six,six
sixième,sixth
sixties,sixties
taille,size
detaille,sized
tailles,sizes
squelette,skeleton
biaisé,skewed
qualification,skill
qualifiés,skilled
habilement,skillfully
qualifications,skills
écrémé,skimmed
peau,skin
sauter,skip
skipping,skipping
sketches,skits
ciel,sky
slang,slang
slap,slap
slavey,slave
esclaves,slaves
dormir,sleep
dormir,sleeping
légèrement,slightly
mince,slim
slip,slip
sloppy,sloppy
lent,slow
pluslent,slower
lentement,slowly
ralentit,slows
Sly,sly
petit,small
pluspetits,smaller
intelligent,smart
intelligemment,smarter
Smash,smash
Smashing,smashing
odeur,smell
sourire,smile
Smith,smith
fumée,smoke
Smokin,smokin
fumer,smoking
doux,smooth
endouceur,smoothly
Frimeur,smug
Sneak,sneak
Snipes,snipes
SNL,snl
neige,snow
ainsi,so
soi-disant,so-called
so-so,so-so
laflambéedes,soaring
sociale,social
lesocialisme,socialism
société,society
soft,soft
softcore,softcore
plusdoux,softer
Software,software
vendu,sold
uniquement,solely
solide,solid
solo,solo
solo,soloing
solistes,soloists
solos,solos
solution,solution
résoudre,solve
résolu,solved
sombre,somber
quelques,some
quelqu'un,somebody
Someday,someday
enquelquesorte,somehow
quelqu'un,someone
quelquechose,something
parfois,sometimes
unpeu,somewhat
quelquepart,somewhere
fils,son
chanson,song
Songbook,songbook
chansons,songs
songwriter,songwriter
auteurs-compositeurs,songwriters
songwriting,songwriting
Sonic,sonic
sonny,sonny
sony,sony
bientôt,soon
tôt,sooner
soooo,soooo
apaisant,soothing
sophomoric,sophomoric
cruellement,sorely
désolé,sorry
trier,sort
sortes,sorts
âme,soul
Soulful,soulful
sansâme,soulless
âmes,souls
sonore,sound
sonné,sounded
sondage,sounding
sons,sounds
Soundtrack,soundtrack
source,source
sources,sources
sud,south
sud,southern
soviet,soviet
l'espace,space
Espagne,spain
span,span
derechange,spare
étincelle,spark
clairsemée,sparse
parler,speak
parlant,speaking
parle,speaks
spéciales,special
spécialement,specially
spécifiques,specific
spectaculaire,spectacular
spectre,spectrum
vitesse,speed
sort,spell
orthographe,spelling
dépenser,spend
dépenses,spending
dépense,spends
passé,spent
Spider,spider
spin,spin
spinal,spinal
rachis,spine
lafilature,spinning
esprit,spirit
Spirited,spirited
spirituelle,spiritual
spiritualité,spirituality
Malgré,spite
splendide,splendid
diviser,split
gâté,spoiled
Aileron,spoiler
parlé,spoke
parlée,spoken
spontanée,spontaneous
Sports,sports
place,spot
Spotlight,spotlight
conjoint,spouse
épandage,spreading
Spree,spree
printemps,spring
saupoudré,sprinkled
squeeze,squeeze
srv,srv
SS,ss
st,st
équipe,staff
stade,stage
rassis,stale
Stallone,stallone
Stan,stan
êtredebout,stand
stand-up,stand-up
Standard,standard
normes,standards
permanent,standing
standout,standout
standouts,standouts
pointdevue,standpoint
peuplements,stands
Stanley,stanley
discontinues,staple
étoile,star
regarder,staring
Stark,stark
Mettantenvedette,starring
étoiles,stars
démarrer,start
commencé,started
démarreurs,starters
partir,starting
surprenante,startling
commence,starts
état,state
adéclaré,stated
déclaration,statement
déclarations,statements
Etats,states
statique,static
Gare,station
état,status
rester,stay
rester,staying
séjours,stays
stable,steady
voler,steal
voler,stealing
vapeur,steam
acier,steel
Steely,steely
piloter,steer
stellaire,stellar
étape,step
stephen,stephen
stéréo,stereo
stéréotype,stereotype
lesstéréotypes,stereotypes
stéréotypés,stereotypical
sterling,sterling
steve,steve
steven,steven
stevie,stevie
stewart,stewart
coller,stick
coller,sticking
bâtons,sticks
raide,stiff
immobile,still
Stiller,stiller
guindé,stilted
stimuler,stimulate
salaud,stinker
pue,stinks
remuant,stirring
stock,stock
chauffeur,stoker
gagné,stole
estomac,stomach
pierre,stone
debout,stood
arrêter,stop
stocker,store
magasins,stores
histoires,stories
tempête,storm
histoire,story
storyline,storyline
canevas,storylines
conteur,storyteller
droit,straight
simple,straightforward
détroits,straits
étrange,strange
étrangement,strangely
étrangers,strangers
paille,straw
rue,street
force,strength
stress,stress
stretch,stretch
lesgrèves,strikes
frappant,striking
string,string
strings,strings
dépouillé,stripped
accidentsvasculairescérébraux,strokes
fort,strong
forte,stronger
plusfort,strongest
vivement,strongly
frappé,struck
structure,structure
structures,structures
lutte,struggle
lutté,struggled
luttes,struggles
luttent,struggling
Stuart,stuart
bloqué,stuck
étudiant,student
étudiants,students
études,studies
Studio,studio
étude,study
étudiant,studying
affaires,stuff
farcies,stuffed
trébuche,stumbles
étourdi,stunned
étourdissement,stunning
stupide,stupid
stupide,stupidest
bêtise,stupidity
style,style
styles,styles
élégant,stylish
modérée,subdued
sujet,subject
soumis,subjected
subjective,subjective
sujets,subjects
présentation,submission
envoyer,submit
soumis,submitted
subpar,subpar
subplot,subplot
ultérieures,subsequent
substance,substance
sous-titres,subtitles
subtil,subtle
réussi,succeeded
succèdeà,succeeds
succès,success
réussie,successful
avecsuccès,successfully
tel,such
sucer,suck
sucé,sucked
sucks,sucks
soudaine,sudden
subitement,suddenly
souffrent,suffer
subi,suffered
souffrance,suffering
suffisante,sufficient
suggèrent,suggest
suggéré,suggested
suggestion,suggestion
suggère,suggests
suicide,suicide
costume,suit
Suite,suite
adapté,suited
somme,sum
Sommaire,summary
été,summer
soleil,sun
chanté,sung
leverdusoleil,sunrise
Coucherdusoleil,sunset
super,super
superbe,superb
superbement,superbly
superficielle,superficial
supérieure,superior
surnaturel,supernatural
Superstar,superstar
Supplément,supplement
fournitures,supplies
fournir,supply
soutenir,support
soutenir,supporting
Supposons,suppose
supposé,supposed
supposément,supposedly
suprême,supreme
certain,sure
sûrement,surely
surface,surface
chirurgie,surgery
surprise,surprise
surpris,surprised
surprises,surprises
surprenant,surprising
surprenant,surprisingly
cession,surrender
surround,surround
entouré,surrounded
Environs,surroundings
desurvie,survival
survivre,survive
survécu,survived
survivant,survivor
suspect,suspect
suspectée,suspected
suspendre,suspend
suspense,suspense
suspense,suspenseful
suspension,suspension
suspectes,suspicious
avaler,swallow
sueur,sweat
sucré,sweet
nager,swim
Swing,swing
balancer,swinging
basculer,switch
épée,sword
symbolisme,symbolism
sympathique,sympathetic
symphonique,symphonic
symphonies,symphonies
symphonie,symphony
symptômes,symptoms
Lesyndrome,syndrome
Synth,synth
synthétiseur,synthesizer
synthés,synths
système,system
t,t
tv,t.v
table,table
tactiques,tactics
tad,tad
prendre,take
prise,taken
a,takes
entenant,taking
conte,tale
talent,talent
talentueux,talented
sanstalent,talentless
talents,talents
contes,tales
parler,talk
parlé,talked
parler,talking
entretiens,talks
Appuyezsur,tap
bande,tape
bandes,tapes
cible,target
tarot,tarot
goûter,taste
debongoût,tasteful
goûts,tastes
savoureux,tasty
taxes,taxes
Taylor,taylor
thé,tea
enseigner,teach
professeur,teacher
enseignants,teachers
enseigne,teaches
l'enseignement,teaching
équipe,team
lacrymogène,tear
larmes,tears
Tech,tech
techniques,technical
technique,technique
techniques,techniques
latechnologie,technology
Ted,ted
fastidieux,tedious
chezlesadolescentes,teenage
adolescent,teenager
adolescents,teenagers
Teens,teens
dents,teeth
télévision,television
dire,tell
raconter,telling
raconte,tells
tempo,tempo
temporaire,temporary
dix,ten
tendances,tendencies
tendance,tendency
appeld'offres,tender
tend,tends
ténor,tenor
tendue,tense
tension,tension
dixième,tenth
terme,term
Terminator,terminator
terminologie,terminology
termes,terms
terrible,terrible
terriblement,terribly
terrible,terrific
terrifiant,terrifying
territoire,territory
terreur,terror
Terry,terry
tester,test
Testament,testament
témoignage,testimony
test,testing
essais,tests
texas,texas
Texte,text
textes,texts
tha,tha
que,than
merci,thank
merci,thanks
que,that
thats,thats
le,the
théâtre,theater
Théâtre,theatre
leur,their
laleur,theirs
eux,them
thème,theme
Thèmes,themes
eux-mêmes,themselves
puis,then
théologiques,theological
théories,theories
théorie,theory
thérapeute,therapist
thérapie,therapy
làbas,there
parconséquent,therefore
ces,these
thèse,thesis
ils,they
épais,thick
voleur,thief
leur,thier
fin,thin
chose,thing
choses,things
penser,think
penseur,thinker
pensée,thinking
pense,thinks
troisième,third
treize,thirteen
cet,this
thomas,thomas
Thompson,thompson
approfondie,thorough
àfond,thoroughly
ces,those
malgré,though
pensée,thought
réfléchie,thoughtful
pensées,thoughts
menace,threat
trois,three
jeta,threw
frisson,thrill
ravis,thrilled
Thriller,thriller
Thrillers,thrillers
passionnant,thrilling
frissons,thrills
via,through
partoutdans,throughout
jeter,throw
jeter,throwing
jetés,thrown
via,thru
Thug,thug
Thugs,thugs
Thurman,thurman
donc,thus
billet,ticket
liens,ties
serré,tight
til,til
till,till
Tim,tim
heure,time
intemporel,timeless
entempsopportun,timely
fois,times
calendrier,timing
Timothy,timothy
tiny,tiny
Astuce,tip
Conseils,tips
pneu,tire
fatigué,tired
ennuyeux,tiresome
fatigant,tiring
Titre,title
intitulé,titled
à,to
aujourd'hui,today
todd,todd
Toddler,toddler
ensemble,together
dit,told
tolérable,tolerable
tom,tom
tommy,tommy
ton,tone
cesoir,tonight
tonnes,tons
tony,tony
aussi,too
pris,took
outil,tool
outils,tools
haut,top
Sujet,topic
Thèmes,topics
surmonté,topped
torture,torture
toss,toss
Total,total
totalement,totally
contact,touch
touché,touched
touche,touches
toucher,touching
résistant,tough
Tour,tour
Touring,touring
touristique,tourist
vers,toward
vers,towards
tour,tower
ville,town
villes,towns
Jouets,toys
trace,trace
piste,track
pistes,tracks
tracy,tracy
commerce,trade
marque,trademark
commerçants,traders
commercial,trading
tradition,tradition
traditionnelles,traditional
trafic,traffic
tragédie,tragedy
tragique,tragic
tragiquement,tragically
remorque,trailer
train,train
formateur,trainer
formation,training
transfert,transfer
transformation,transformation
transformé,transformed
transforme,transforms
Traduction,translation
piège,trap
piégé,trapped
trash,trash
Voyage,travel
voyager,travelling
voyages,travels
travestissement,travesty
trésor,treasure
traiter,treat
traités,treated
traitement,treatment
traitements,treatments
arbres,trees
Trek,trek
formidable,tremendous
tendances,trends
Triangle,triangle
tribales,tribal
tribulation,tribulation
hommage,tribute
trick,trick
essayé,tried
essaie,tries
Trio,trio
voyage,trip
tripiers,tripe
trippy,trippy
banal,trite
triomphe,triumph
trivial,trivial
problème,trouble
troublé,troubled
troubles,troubles
camion,truck
VRAI,true
vraiment,truly
Truman,truman
trompette,trumpet
confiance,trust
confiance,trusted
vérité,truth
vérités,truths
essayer,try
essaie,trying
tune,tune
tuned,tuned
tunes,tunes
tupac,tupac
tour,turn
tourna,turned
tournant,turning
tourne,turns
tv,tv
vingtième,twentieth
deuxfois,twice
Twist,twist
torsions,twists
deux,two
type,type
types,types
typique,typical
généralement,typically
typos,typos
u,u
nous,u.s
ugh,ugh
laid,ugly
euh,uh
ultime,ultimate
finalement,ultimately
Ultra,ultra
um,um
uma,uma
Nationsunies,un
incapables,unable
peuattrayant,unattractive
ignorent,unaware
insupportable,unbearable
incroyable,unbelievable
incroyablement,unbelievably
impartiale,unbiased
biblique,unbiblical
nonconventionnelles,unconventional
convaincant,unconvincing
indéniable,undeniable
indéniablement,undeniably
sous,under
infiltration,undercover
souterraines,underground
saper,undermine
sape,undermines
ci-dessous,underneath
underrated,underrated
comprendre,understand
compréhensible,understandable
compréhension,understanding
comprend,understands
compris,understood
inégale,uneven
inattendu,unexpected
inconnu,unfamiliar
Déplier,unfold
sedéploie,unfolds
inoubliable,unforgettable
malheureux,unfortunate
malheureusement,unfortunately
unfunny,unfunny
inutile,unhelpful
sansinspiration,uninspired
uninspiring,uninspiring
involontairement,unintentionally
inintéressant,uninteresting
unique,unique
unique,uniquely
unis,united
universel,universal
Univers,universe
universités,universities
Université,university
àmoinsque,unless
antipathique,unlikable
Contrairement,unlike
peuprobable,unlikely
unlistenable,unlistenable
immémorial,unmemorable
contrenature,unnatural
inutile,unnecessary
nonoriginales,unoriginal
imprévisibles,unpredictable
unrated,unrated
illisibles,unreadable
insatisfaisant,unsatisfying
invisible,unseen
troublant,unsettling
méfiance,unsuspecting
jusqu'àceque,until
inhabituel,unusual
Intolérable,unwatchable
verslehaut,up
upbeat,upbeat
Miseàjour,updated
uplifting,uplifting
sur,upon
supérieur,upper
énerver,upset
uptempo,uptempo
nous,us
ETATS-UNIS,usa
utiliser,use
utilisée,used
Utiles,useful
inutile,useless
Utilisateur,user
utilisateurs,users
utilise,uses
utilisant,using
d'habitude,usual
habituellement,usually
extrême,utmost
proférer,utter
absolument,utterly
v,v
vacances,vacation
vague,vague
vaine,vain
val,val
vallée,valley
précieux,valuable
valeur,value
valeurs,values
Vampire,vampire
van,van
vanessa,vanessa
insipide,vapid
variables,variables
variation,variation
variations,variations
variées,varied
variété,variety
divers,various
varient,vary
vaste,vast
beaucoup,vastly
vegas,vegas
veine,vein
velours,velvet
venture,venture
verbale,verbal
verdict,verdict
polyvalent,versatile
verset,verse
version,version
Versions,versions
versus,versus
Verve,verve
très,very
vétéran,veteran
vhs,vhs
via,via
Vibe,vibe
dynamique,vibrant
vice,vice
vicieux,vicious
victimes,victims
victorian,victorian
vidéo,video
Vidéos,videos
affichage,view
visualiseur,viewer
téléspectateurs,viewers
visualisation,viewing
Vues,views
village,village
villain,villain
vintage,vintage
violence,violence
violents,violent
violon,violin
Virgin,virgin
pratiquement,virtually
lavertu,virtue
virtuosité,virtuosity
vision,vision
visionnaire,visionary
visions,visions
Visite,visit
visité,visited
visites,visits
visuelle,visual
vive,vivid
vivement,vividly
vocabulaire,vocabulary
vocal,vocal
chanteur,vocalist
chanteurs,vocalists
vocalement,vocally
Chant,vocals
voix,voice
voix,voices
void,void
vol,vol
Volume,volume
volumes,volumes
voté,voted
vs,vs
vulgaire,vulgar
w,w
w/,w/
Wack,wack
Wacky,wacky
attendre,wait
attendu,waited
attente,waiting
attend,waits
suite,wake
marcher,walk
Àpied,walked
Walker,walker
marche,walking
promenades,walks
mur,wall
murs,walls
Waltz,waltz
errant,wandering
erre,wanders
veux,wanna
Wannabe,wannabe
vouloir,want
voulu,wanted
vouloir,wanting
veut,wants
guerre,war
laguerre,warfare
chaud,warm
prévenu,warned
Warner,warner
avertissement,warning
mandat,warrant
guerriers,warriors
guerres,wars
était,was
washington,washington
gaspiller,waste
gaspillé,wasted
gaspiller,wasting
regarder,watch
regardable,watchable
Consulté,watched
montres,watches
regarder,watching
eau,water
abreuvés,watered
eaux,waters
vague,wave
vagues,waves
manière,way
wayne,wayne
moyens,ways
nous,we
faible,weak
lesplusfaibles,weakest
faiblesse,weakness
richesse,wealth
riche,wealthy
armes,weapons
temps,weather
tisse,weaves
Web,web
siteweb,website
sitesweb,websites
Mariage,wedding
semaine,week
semaine,weeks
poids,weight
bizarre,weird
bienvenue,welcome
bien-être,welfare
bien,well
biendéveloppé,well-developed
bienfait,well-done
bienconnu,well-known
bienécrit,well-written
allé,went
étions,were
Wesley,wesley
West,west
Western,western
mouillé,wet
quoi,what
peuimporte,whatever
quecesoit,whatsoever
roue,wheel
quand,when
où,where
considérantque,whereas
partoutoù,wherever
si,whether
lequel,which
