source,target
Politiker,politicians
pompösen,pompous
arm,poor
schlecht,poorly
pop,pop
Pop-Rock,pop-rock
Mohn,poppy
beliebt,popular
porn,porn
Teil,portion
Porträt,portrait
Darstellung,portrayal
dargestellt,portrayed
Darstellung,portraying
poser,poser
Posen,poses
positive,positive
positiv,positively
besitzen,possess
Möglichkeiten,possibilities
möglich,possible
möglicherweise,possibly
post,post
Gesendet,posted
Topf,pot
Potenzial,potential
Pfund,pound
Schlagen,pounding
Kraft,power
leistungsstarke,powerful
praktische,practical
praktisch,practically
Praxis,practice
Praktiken,practices
Lob,praise
beten,pray
Gebet,prayer
präzise,precise
Vorgänger,predecessor
vorhersehbaren,predictable
bevorzugen,prefer
bevorzugt,preferred
Vorurteile,prejudice
premier,premier
Prämisse,premise
Vorbereitung,preparing
widersinnig,preposterous
Präsenz,presence
vorhanden,present
Präsentation,presentation
vorgestellt,presented
präsentiert,presenting
Geschenke,presents
erhalten,preserved
Präsidentschaftswahlen,presidential
Presse,press
Druck,pressure
renommierten,prestigious
vermutlich,presumably
vorgeben,pretend
anspruchsvoll,pretentious
hübsch,pretty
verhindern,prevent
Zurück,previous
zuvor,previously
Beute,prey
Preis,price
inersterLinie,primarily
Primär,primary
Prinzessin,princess
Grundsätze,principles
print,print
Drucken,printing
vor,prior
Gefängnis,prison
Gefangener,prisoner
Häftlinge,prisoners
private,private
pro,pro
wahrscheinlich,probably
Problem,problem
Probleme,problems
Prozess,process
Prozesse,processes
produzieren,produce
hergestellt,produced
Produzent,producer
Hersteller,producers
Produktion,producing
Produkt,product
Produktion,production
Produkte,products
prof,prof
Profanität,profanity
professionelle,professional
Professor,professor
tiefe,profound
prog,prog
Programm,program
Fortschritte,progress
progressive,progressive
Projekt,project
fruchtbar,prolific
prom,prom
prominente,prominent
versprochen,promised
vielversprechend,promising
Förderung,promote
Beweis,proof
Propaganda,propaganda
ordnungsgemäße,proper
richtig,properly
Eigenschaften,properties
Eigentum,property
Anteil,proportion
Protagonist,protagonist
Protest,protest
stolz,proud
beweisen,prove
bewiesen,proved
"beweist,",proves
anbieten,provide
bietet,provides
Bereitstellung,providing
provozieren,provoking
ps,ps
psychedelic,psychedelic
Psychiater,psychiatrist
psychischen,psychic
psycho,psycho
psychologische,psychological
Öffentlichkeit,public
Veröffentlichung,publication
Werbung,publicity
veröffentlicht,published
Verlag,publisher
Veröffentlichung,publishing
Pull,pull
zog,pulled
Ziehen,pulling
pulsierenden,pulsating
Puls,pulse
pun,pun
Punsch,punch
Satzzeichen,punctuation
punk,punk
Punks,punks
Marionette,puppet
kaufen,purchase
gekauft,purchased
Einkauf,purchasing
reinen,pure
rein,purely
Zweck,purpose
Zwecke,purposes
verfolgen,pursue
Fortsetzung,pursuing
Verfolgung,pursuit
Push,push
geschoben,pushed
Schieben,pushing
legen,put
puts,puts
Putting,putting
Quaid,quaid
qualifizierten,qualified
Qualitäten,qualities
Qualität,quality
Quartett,quartet
Königin,queen
Suche,quest
Frage,question
Fragen,questions
schnell,quick
schnell,quickly
still,quiet
Quintett,quintet
beenden,quit
ziemlich,quite
Angebot,quote
zitieren,quoting
r,r
r&b,r&b
rip,r.i.p
Kaninchen,rabbit
Rennen,race
Rennen,races
rassistische,racist
radikale,radical
Radio,radio
Regen,rain
regnerisch,rainy
anheben,raise
hob,raised
ralph,ralph
Wanderung,ramble
Wandern,rambling
lief,ran
random,random
randy,randy
Bereich,range
ranting,ranting
rap,rap
Vergewaltigung,rape
vergewaltigt,raped
schnell,rapidly
Rapper,rapper
Rapper,rappers
Klopfen,rapping
selten,rare
selten,rarely
Rate,rate
bewertet,rated
Preise,rates
eher,rather
Bewertung,rating
Verhältnis,ratio
rationelle,rational
roh,raw
ray,ray
raymond,raymond
rca,rca
re-mastered,re-mastered
re-recorded,re-recorded
erreicht,reached
reagieren,react
Reaktion,reaction
Reaktionen,reactions
lesen,read
Lesung,reading
Lesungen,readings
bereit,ready
real,real
derrealenWelt,real-world
realistisch,realistic
realistisch,realistically
Realitäten,realities
Realität,reality
realisieren,realize
realisiert,realized
wirklich,really
hinten,rear
Grund,reason
vernünftigerweise,reasonably
Gründe,reasons
reba,reba
Rebellen,rebel
empfehlen,reccomend
erhalten,receive
erhalten,received
erhält,receives
bisherigen,recent
vorkurzem,recently
erhalten,recieved
Rezepte,recipes
Anerkennung,recognition
erkennbar,recognizable
erkennen,recognize
empfehlen,recomend
empfehlen,recommend
Empfehlungen,recommendations
empfohlen,recommended
inEinklangzubringen,reconcile
Rekord,record
erfasst,recorded
Aufnahme,recording
Aufnahmen,recordings
Datensätze,records
neu,recreate
Recycling,recycled
rot,red
einlösen,redeem
Einlösen,redeeming
Redgrave,redgrave
reduziert,reduces
redundante,redundant
beziehen,refer
Referenzen,references
wider,reflected
Reflexion,reflection
reflektierenden,reflective
erfrischende,refreshing
Erstattung,refund
verweigern,refuse
Ablehnung,refusing
Achtung,regard
ungeachtet,regardless
Grüße,regards
Region,region
Bedauern,regret
regelmäßige,regular
regelmäßig,regularly
Aufguss,rehash
Neuauflage,reissue
neuaufgelegt,reissued
related,related
betrifft,relates
Beziehungen,relations
Beziehung,relationship
Beziehungen,relationships
relativen,relative
relativ,relatively
Entspannung,relax
Entspannung,relaxing
Freigabe,release
veröffentlicht,released
Veröffentlichungen,releases
einschlägigen,relevant
Religion,religion
religiösen,religious
erleben,relive
bleiben,remain
blieb,remained
verbleibenden,remaining
bleibt,remains
Remake,remake
Remakes,remakes
Bemerkenswert,remarkable
bemerkenswert,remarkably
remastered,remastered
Remastering,remastering
erinnern,remember
Erinnerung,remembered
erinnern,remind
erinnert,reminded
Erinnerung,reminder
erinnert,reminds
remix,remix
Remixe,remixes
remote,remotely
entfernen,remove
render,render
Überstellungen,rendition
Mieten,rent
vermietet,rented
Vermietung,renting
wiederholen,repeat
wiederholt,repeated
Wiederholung,repeating
wiederholt,repeats
Wiederholung,repetition
repetitive,repetitive
ersetzen,replace
Fassung,replaced
Ersatz,replacement
Bericht,report
Berichterstattung,reporting
stellen,represent
Vertreter,representative
vertreten,represented
stellt,represents
Republik,republic
republikanische,republican
Ruf,reputation
erforderlich,required
Rettung,rescue
Recherche,researching
gleicht,resembles
widerstehen,resist
beheben,resolve
gelöst,resolved
Ressource,resource
Achtung,respect
respektablen,respectable
bzw.,respectively
verantwortlich,responsible
Rest,rest
restauriert,restored
Ergebnis,result
Ergebnisse,results
verzögert,retarded
Rückzug,retreat
zurück,return
zurück,returned
Renditen,returns
enthüllen,reveal
enthüllt,revealing
enthüllt,reveals
Offenbarung,revelation
Rache,revenge
Reverb,reverb
reverse,reverse
Revision,review
Gutachter,reviewer
Kritiken,reviewers
Bewertungen,reviews
widerlich,revolting
Revolution,revolution
revolutionäre,revolutionary
Belohnung,rewarding
Reime,rhymes
Rhythmus,rhythm
Rhythmen,rhythms
reich,rich
richard,richard
los,rid
reiten,ride
Fahrer,rider
Fahrten,rides
lächerlich,ridiculous
lächerlich,ridiculously
Reiten,riding
riff,riff
Riffs,riffs
richtig,right
Rechte,rights
rio,rio
Aufruhr,riot
rip,rip
rip-off,rip-off
Gaunerei,ripoff
gerippt,ripped
ansteigen,rise
steigende,rising
Straße,road
rob,rob
beraubt,robbed
Raub,robbery
robert,robert
robin,robin
Roboter,robot
rock,rock
Rocker,rocker
Rocker,rockers
Rakete,rocket
Felsen,rocks
felsigen,rocky
Rodgers,rodgers
roger,roger
Rogers,rogers
Rolle,role
Rollen,roles
roll,roll
Walze,roller
Walzen,rolling
roman,roman
Romantik,romance
Romantik,romantic
rom,rome
romero,romero
ronald,ronald
ronnie,ronnie
Dach,roof
Raum,room
Mitbewohner,roommate
root,root
Wurzeln,roots
stieg,rose
ross,ross
morsch,rotten
rau,rough
etwa,roughly
Runde,round
Rourke,rourke
Route,route
Reihe,row
roy,roy
royal,royal
Müll,rubbish
Ruine,ruin
ruiniert,ruined
ruinieren,ruining
Ruinen,ruins
Regel,rule
Regeln,rules
laufen,run
Run-of-the-mill,run-of-the-mill
Laufen,running
läuft,runs
rush,rush
stürzte,rushed
russell,russell
rücksichtslose,ruthless
Ryder,ryder
s,s
traurig,sad
sade,sade
traurig,sadly
Trauer,sadness
Sicherheit,safety
gesagt,said
Interesse,sake
Verkauf,sale
sally,sally
Salsa,salsa
gleich,same
Beispiel,sample
Sampler,sampler
Proben,samples
Probenahme,sampling
san,san
sang,sang
santa,santa
santana,santana
saftige,sappy
sarah,sarah
SA,sat
befriedigend,satisfying
Samstag,saturday
sichern,save
gespeichert,saved
spart,saves
Speichern,saving
Säge,saw
Saxophon,saxophone
sagen,say
sagen,saying
sagt,says
scare,scare
verängstigt,scared
Ängste,scares
Schauergeschichten,scarier
scary,scary
verstreut,scattered
Szenario,scenario
Szene,scene
Landschaft,scenery
Szenen,scenes
Zeitplan,schedule
Regelung,scheme
Schule,school
Sci-Fi,sci-fi
Wissenschaft,science
Wissenschaftler,scientist
Umfang,scope
Gäste,score
erzielte,scored
Noten,scores
scott,scott
kratzen,scratch
Kratzen,scratching
kratzig,scratchy
schreien,screaming
Schreie,screams
Bildschirm,screen
Drehbuch,screenplay
Screwball,screwball
script,script
Schrift,scripture
blättern,scroll
Meer,sea
Suche,search
Benutzer,searching
Saison,season
Jahreszeiten,seasons
seattle,seattle
Sekunden,second
zweitens,secondly
Sekunden,seconds
Geheimnis,secret
Sekretärin,secretary
Geheimnisse,secrets
Abschnitt,section
Sektionen,sections
verführerisch,seductive
sehen,see
Sehen,seeing
erstreben,seek
suchen,seeking
scheinen,seem
schien,seemed
scheint,seems
gesehen,seen
sieht,sees
Segment,segment
ausgewählt,selected
Auswahl,selection
Selektionen,selections
Selbst,self
zügellos,self-indulgent
selbstsüchtig,selfish
verkaufen,sell
Verkäufer,seller
Verkauf,selling
verkauft,sells
senden,send
Senden,sending
sendet,sends
Sinn,sense
Sinnlichkeit,sensibility
sensiblen,sensitive
sinnlich,sensual
gesendet,sent
Satz,sentence
Sätze,sentences
Stimmung,sentiment
Gefühle,sentiments
sepultura,sepultura
Fortsetzung,sequel
Fortsetzungen,sequels
Sequenz,sequence
Sequenzen,sequences
Serie,series
schweren,serious
ernst,seriously
serviert,served
Service,service
Tagung,session
Sitzungen,sessions
festlegen,set
Set-up,set-up
Sets,sets
Einstellung,setting
Einstellungen,settings
regeln,settle
sieben,seven
siebten,seventh
siebzigerJahre,seventies
mehrere,several
schweren,severe
schwer,severely
sex,sex
sexistischen,sexist
sexuellen,sexual
sexy,sexy
Schatten,shade
Schatten,shadow
Schatten,shadows
schattigen,shady
shakespeare,shakespeare
wackelig,shaky
seicht,shallow
Schande,shame
Form,shape
Anteil,share
Aktien,shares
Austausch,sharing
scharf,sharp
sie,she
Schuppen,shed
schieren,sheer
Sheriff,sheriff
Schicht,shift
Glanz,shine
glänzt,shines
shining,shining
Schiff,ship
Versand,shipping
Schiffe,ships
Schock,shock
schockiert,shocked
schockierend,shocking
Schuhe,shoes
schießen,shoot
Schießen,shooting
Triebe,shoots
Shop,shop
Warenkorb,shopping
kurz,short
kürzer,shorter
kurz,shortly
shot,shot
Schüsse,shots
sollen,should
schreien,shouting
zeigen,show
Vitrinen,showcases
Showdown,showdown
zeigte,showed
Anzeigen,showing
gezeigt,shown
zeigt,shows
krank,sick
Krankheit,sickness
Seite,side
Sidekick,sidekick
Seiten,sides
sidney,sidney
Anmelden,sign
unterzeichnet,signed
Bedeutung,significance
Zeichen,signs
Schweigen,silence
schweigen,silent
albern,silly
Silber,silver
ähnlich,similar
ähnlich,similarly
einfache,simple
vereinfachend,simplistic
einfach,simply
simpson,simpson
gleichzeitig,simultaneously
sin,sin
seit,since
singen,sing
Sänger,singer
Sänger,singers
Singen,singing
einzeln,single
Singles,singles
singt,sings
sissy,sissy
Schwester,sister
Schwestern,sisters
sitzen,sit
Website,site
Websites,sites
Sitzung,sitting
Lage,situation
Situationen,situations
sechs,six
sechzigerJahre,sixties
Größe,size
Skelett,skeleton
Fertigkeit,skill
Fertigkeiten,skills
Magermilch,skimmed
Haut,skin
überspringen,skip
Überspringen,skipping
Sketche,skits
Himmel,sky
slang,slang
Ohrfeige,slap
slavey,slave
schlafen,sleep
Schlafen,sleeping
leicht,slightly
dünn,slim
slip,slip
schlampig,sloppy
langsam,slow
langsamer,slower
langsam,slowly
verlangsamt,slows
schlau,sly
klein,small
kleinere,smaller
gerissen,smart
intelligentere,smarter
smash,smash
smashing,smashing
lächeln,smile
smith,smith
Rauch,smoke
smokin,smokin
Rauchen,smoking
glatt,smooth
schleichen,sneak
Snipes,snipes
snl,snl
Schnee,snow
so,so
sogenannten,so-called
so-so,so-so
Soaring,soaring
sozialen,social
Gesellschaft,society
weichen,soft
softcore,softcore
weicher,softer
verkauft,sold
ausschließlich,solely
solide,solid
solo,solo
Solo,soloing
Solisten,soloists
Soli,solos
Lösung,solution
lösen,solve
gelöst,solved
düster,somber
einige,some
jemand,somebody
irgendwie,somehow
jemand,someone
etwas,something
manchmal,sometimes
etwas,somewhat
irgendwo,somewhere
Sohn,son
Lied,song
Liederbuch,songbook
Titel,songs
Songwriter,songwriter
Songwriter,songwriters
Songwriting,songwriting
sonic,sonic
Sonny,sonny
sony,sony
bald,soon
soooo,soooo
beruhigende,soothing
schmerzlich,sorely
bekümmert,sorry
Art,sort
Art,sorts
Seele,soul
soulful,soulful
seelenlos,soulless
Seelen,souls
Sound,sound
klang,sounded
klingende,sounding
Sounds,sounds
Soundtrack,soundtrack
Quelle,source
Süden,south
südlichen,southern
Sowjet,soviet
Raum,space
span,span
Ersatzteile,spare
Funke,spark
sparse,sparse
sprechen,speak
Sprechen,speaking
spricht,speaks
besondere,special
spezifischen,specific
spektakuläre,spectacular
Geschwindigkeit,speed
Zauber,spell
Rechtschreibung,spelling
ausgeben,spend
verbringt,spends
verbracht,spent
Spin,spin
Wirbelsäule,spinal
Wirbelsäule,spine
Spinnerei,spinning
Geist,spirit
temperamentvoll,spirited
geistigen,spiritual
Spiritualität,spirituality
Trotz,spite
herrliche,splendid
aufteilen,split
verdorben,spoiled
Spoiler,spoiler
sprach,spoke
gesprochen,spoken
Sport,sports
Ort,spot
Rampenlicht,spotlight
spree,spree
Frühling,spring
bestreut,sprinkled
Squeeze,squeeze
srv,srv
ss,ss
str,st
Personal,staff
Bühne,stage
schal,stale
stallone,stallone
stan,stan
stehen,stand
Stand-up,stand-up
Standard,standard
Standards,standards
Stehen,standing
standout,standout
standouts,standouts
Standpunkt,standpoint
steht,stands
stanley,stanley
Grundnahrungsmittel,staple
Stern,star
starrte,staring
Stark,stark
Darsteller,starring
Sternen,stars
Start,start
begonnen,started
ab,starting
beginnt,starts
Staat,state
Aussage,statement
Aussagen,statements
Staaten,states
statische,static
Bahnhof,station
Status,status
bleiben,stay
Aufenthalt,staying
Aufenthalte,stays
Steady,steady
stehlen,steal
Stehlen,stealing
Stahl,steel
stählernen,steely
stellaren,stellar
Schritt,step
stephen,stephen
Stereo,stereo
Stereotyp,stereotype
Stereotypen,stereotypes
stereotypen,stereotypical
Sterling,sterling
steve,steve
steven,steven
stevie,stevie
Stewart,stewart
Stock,stick
Kleben,sticking
Stöcke,sticks
steif,stiff
immernoch,still
Stiller,stiller
gestelzt,stilted
stinker,stinker
stinkt,stinks
Rühren,stirring
Lager,stock
Heizer,stoker
gestohlen,stole
Magen,stomach
Stein,stone
stand,stood
stoppen,stop
lagern,store
Shops,stores
Geschichten,stories
Sturm,storm
Geschichte,story
Storyline,storyline
Storylines,storylines
Erzähler,storyteller
gerade,straight
einfach,straightforward
Meerengen,straits
merkwürdig,strange
seltsam,strangely
Fremde,strangers
Straße,street
Stärke,strength
Stress,stress
stretch,stretch
Streiks,strikes
auffallend,striking
string,string
Saiten,strings
entkleidet,stripped
Striche,strokes
stark,strong
stärker,stronger
stärksten,strongest
stark,strongly
geschlagen,struck
Strukturen,structures
Kampf,struggle
Kämpfe,struggles
kämpfen,struggling
geklebt,stuck
Student,student
Studenten,students
Studio,studio
Studium,studying
Zeug,stuff
stolpert,stumbles
betäubt,stunned
stunning,stunning
blöd,stupid
dümmste,stupidest
Dummheit,stupidity
Stil,style
Stile,styles
stilvollen,stylish
gedämpft,subdued
Subjekt,subject
unterzogen,subjected
subjektiven,subjective
subpar,subpar
spätere,subsequent
Stoff,substance
Untertitel,subtitles
subtilen,subtle
gelungen,succeeded
gelingt,succeeds
Erfolg,success
erfolgreich,successful
erfolgreich,successfully
solch,such
saugen,suck
gesaugt,sucked
sucks,sucks
plötzliche,sudden
plötzlich,suddenly
leiden,suffer
schlagen,suggest
vorgeschlagen,suggested
Vorschlag,suggestion
schlägtvor,suggests
Selbstmord,suicide
Anzug,suit
Suite,suite
geeignet,suited
Zusammenfassung,summary
Sommer,summer
Sonne,sun
gesungen,sung
Sonnenaufgang,sunrise
Sonnenuntergang,sunset
super,super
superb,superb
hervorragend,superbly
oberflächlich,superficial
superior,superior
übernatürliche,supernatural
Superstar,superstar
Ergänzung,supplement
beliefern,supply
unterstützen,support
Unterstützung,supporting
Angenommen,suppose
soll,supposed
angeblich,supposedly
höchste,supreme
sicher,sure
sicher,surely
Oberfläche,surface
Chirurgie,surgery
Überraschung,surprise
überrascht,surprised
Überraschungen,surprises
überraschend,surprising
überraschend,surprisingly
Kapitulation,surrender
Surround,surround
umgeben,surrounded
Umgebung,surroundings
überleben,survive
überlebt,survived
Hinterbliebenenrente,survivor
Verdacht,suspect
Verdacht,suspected
aussetzen,suspend
Spannung,suspense
spannend,suspenseful
Schweiß,sweat
süß,sweet
schwimmen,swim
Swing,swing
geschwungen,swinging
Schalter,switch
sympathisch,sympathetic
symphonische,symphonic
Symphonien,symphonies
Symphonie,symphony
Synthesizer,synth
Synthesizer,synthesizer
Synthesizer,synths
System,system
t,t
tv,t.v
tad,tad
nehmen,take
getroffen,taken
nimmt,takes
unter,taking
Geschichte,tale
Talent,talent
talentierten,talented
unbegabt,talentless
Märchen,tales
sprechen,talk
sprachen,talked
sprechen,talking
Gespräche,talks
TippenSieauf,tap
Band,tape
Bänder,tapes
Ziel,target
Geschmack,taste
geschmackvolle,tasteful
Geschmack,tastes
schmackhafte,tasty
Steuern,taxes
taylor,taylor
Tee,tea
lehren,teach
Lehrer,teacher
Lehrer,teachers
lehrt,teaches
Team,team
Träne,tear
Tränen,tears
technischen,technical
Technik,technique
Techniken,techniques
ted,ted
langweilig,tedious
Teenager,teenage
Teenager,teenager
Teenager,teenagers
teens,teens
Zähne,teeth
Fernsehen,television
erzählen,tell
sagen,telling
erzählt,tells
Tempo,tempo
vorübergehend,temporary
zehn,ten
Tendenzen,tendencies
Tendenz,tendency
Ausschreibung,tender
Tendenz,tends
Tenor,tenor
angespannt,tense
Spannung,tension
zehnte,tenth
Terminator,terminator
Bedingungen,terms
schrecklich,terrible
schrecklich,terribly
terrific,terrific
erschreckend,terrifying
Terror,terror
Frottee,terry
Test,test
Testament,testament
Tests,testing
Tests,tests
texas,texas
Text,text
Texte,texts
tha,tha
als,than
danke,thank
Danke,thanks
das,that
thats,thats
der,the
Theater,theater
Theater,theatre
ihr,their
ihrigen,theirs
sie,them
Thema,theme
Themen,themes
sich,themselves
dann,then
theologischen,theological
Therapeuten,therapist
Therapie,therapy
dort,there
deshalb,therefore
diese,these
These,thesis
sie,they
dick,thick
ihr,thier
dünn,thin
Ding,thing
Dinge,things
denken,think
Denken,thinking
denkt,thinks
dritten,third
dies,this
thomas,thomas
Thompson,thompson
gründliche,thorough
gründlich,thoroughly
diese,those
obwohl,though
Gedanke,thought
nachdenklich,thoughtful
Bedrohung,threat
drei,three
warf,threw
Nervenkitzel,thrill
begeistert,thrilled
Thriller,thriller
Thriller,thrillers
Nervenkitzel,thrills
durch,through
durchweg,throughout
werfen,throw
Werfen,throwing
geworfen,thrown
durch,thru
Schläger,thug
Schläger,thugs
Thurman,thurman
also,thus
Ticket,ticket
Bindungen,ties
eng,tight
til,til
bis,till
tim,tim
Zeit,time
zeitlose,timeless
rechtzeitige,timely
Mal,times
Timing,timing
timothy,timothy
tiny,tiny
Spitze,tip
Tipps,tips
Reifen,tire
müde,tired
langweilig,tiresome
Titel,title
Titel,titled
zu,to
heute,today
todd,todd
zusammen,together
erzählt,told
erträglich,tolerable
tom,tom
tommy,tommy
Ton,tone
heute,tonight
t,tons
tony,tony
auch,too
nahm,took
Werkzeug,tool
Spitze,top
Thema,topic
Themen,topics
Spitze,topped
Folter,torture
werfen,toss
insgesamt,total
völlig,totally
Kontakt,touch
berührt,touched
berührt,touches
Berühren,touching
rau,tough
Tour,tour
Touristik,touring
gegen,toward
inRichtung,towards
Stadt,town
Städte,towns
Spielzeug,toys
Spur,track
Titel,tracks
tracy,tracy
Handel,trade
Marke,trademark
traditionellen,traditional
Verkehr,traffic
Tragödie,tragedy
tragische,tragic
Anhänger,trailer
Zug,train
Trainer,trainer
Training,training
Transfer,transfer
Transformation,transformation
verwandelt,transformed
verwandelt,transforms
Trap,trap
gefangen,trapped
Papierkorb,trash
Reisen,travels
Travestie,travesty
Schatz,treasure
behandeln,treat
behandelt,treated
Behandlung,treatment
Bäume,trees
Wanderung,trek
enorme,tremendous
Trends,trends
Dreieck,triangle
tribal,tribal
Trübsal,tribulation
Tribut,tribute
Trick,trick
versucht,tried
versucht,tries
Trio,trio
Reise,trip
Kutteln,tripe
trippy,trippy
banal,trite
Triumph,triumph
Ärger,trouble
beunruhigte,troubled
Unruhen,troubles
WAHR,true
wirklich,truly
Trompete,trumpet
vertrauen,trust
Wahrheit,truth
versuchen,try
versuchen,trying
tune,tune
abgestimmt,tuned
Melodien,tunes
tupac,tupac
wiederum,turn
wandtesich,turned
Drehen,turning
dreht,turns
tv,tv
zwanzigster,twentieth
zweimal,twice
twist,twist
Drehungen,twists
zwei,two
Typ,type
Typen,types
typischen,typical
typischerweise,typically
Tippfehler,typos
u,u
uns,u.s
ugh,ugh
hässlich,ugly
uh,uh
ultimative,ultimate
letztlich,ultimately
ultra,ultra
um,um
uma,uma
un,un
nichtinderLage,unable
unattraktiv,unattractive
unerträglich,unbearable
unglaublich,unbelievable
unglaublich,unbelievably
unvoreingenommene,unbiased
unbestreitbare,undeniable
unleugbar,undeniably
unter,under
undercover,undercover
U-Bahn,underground
underrated,underrated
verstehen,understand
verständlich,understandable
Verständnis,understanding
versteht,understands
verstanden,understood
uneben,uneven
unerwartete,unexpected
entfalten,unfold
entfaltet,unfolds
unvergesslichen,unforgettable
unglücklich,unfortunate
leider,unfortunately
komisch,unfunny
einfallslos,uninspired
uninspiring,uninspiring
unabsichtlich,unintentionally
uninteressant,uninteresting
einzigartige,unique
einmalig,uniquely
vereinigt,united
Universal,universal
esseidenn,unless
unsympathisch,unlikable
imGegensatzzu,unlike
unwahrscheinlich,unlikely
unlistenable,unlistenable
unmemorable,unmemorable
unnötige,unnecessary
unoriginell,unoriginal
unberechenbar,unpredictable
Rating,unrated
unlesbar,unreadable
unbefriedigend,unsatisfying
unseen,unseen
beunruhigend,unsettling
ahnungslose,unsuspecting
bis,until
ungewöhnlich,unusual
unwatchable,unwatchable
nachoben,up
optimistisch,upbeat
Aktualisiert,updated
uplifting,uplifting
nach,upon
oberen,upper
aufgebracht,upset
Uptempo,uptempo
uns,us
usa,usa
verwenden,use
verwendet,used
nutzlos,useless
verwendet,uses
mit,using
üblichen,usual
normalerweise,usually
äußerste,utmost
aussprechen,utter
völlig,utterly
v,v
Urlaub,vacation
vage,vague
vergeblich,vain
val,val
Tal,valley
wertvolle,valuable
Wert,value
Werte,values
Vampir,vampire
van,van
Vanessa,vanessa
schal,vapid
Variablen,variables
Variation,variation
Variationen,variations
variiert,varied
Vielfalt,variety
verschiedenen,various
variieren,vary
weit,vastly
vegas,vegas
Vene,vein
Samt,velvet
Venture,venture
Urteil,verdict
vielseitig,versatile
Vers,verse
Version,version
Versionen,versions
versus,versus
Verve,verve
sehr,very
Veteran,veteran
vhs,vhs
via,via
Vibe,vibe
pulsierenden,vibrant
Teufelskreis,vicious
Opfer,victims
victorian,victorian
Video,video
Videos,videos
anzeigen,view
Viewer,viewer
Zuschauer,viewers
Anzeige,viewing
Ansichten,views
Dorf,village
Bösewicht,villain
vintage,vintage
Gewalt,violence
Gewalt,violent
Violine,violin
Jungfrau,virgin
praktisch,virtually
Tugend,virtue
Virtuosität,virtuosity
Vision,vision
Visionen,visions
besucht,visited
Besuche,visits
visual,visual
lebendig,vivid
lebhaft,vividly
Wortschatz,vocabulary
vocal,vocal
Sänger,vocalist
Sänger,vocalists
stimmlich,vocally
Gesang,vocals
Stimme,voice
Stimmen,voices
void,void
Volumen,volume
Volumen,volumes
vs,vs
vulgär,vulgar
w,w
w/,w/
wack,wack
Wacky,wacky
warten,wait
wartete,waited
warten,waiting
wartet,waits
wake,wake
gehen,walk
ging,walked
walker,walker
Walking,walking
Spaziergänge,walks
Wand,wall
Wände,walls
Walzer,waltz
wandert,wanders
wollen,wanna
Möchtegern,wannabe
wollen,want
gesucht,wanted
wollen,wanting
will,wants
Krieg,war
Kriegsführung,warfare
warm,warm
gewarnt,warned
Warner,warner
Warnung,warning
Haftbefehl,warrant
Kriege,wars
war,was
Washington,washington
Abfall,waste
verschwendet,wasted
Verschwendung,wasting
Armbanduhr,watch
watchable,watchable
sah,watched
Uhren,watches
beobachten,watching
Wasser,water
bewässert,watered
Welle,wave
Wellen,waves
Weg,way
wayne,wayne
Möglichkeiten,ways
wir,we
schwach,weak
Schwäche,weakness
Reichtum,wealth
Waffen,weapons
Wetter,weather
webt,weaves
Hochzeit,wedding
Woche,week
Woche,weeks
eigenartig,weird
Willkommen,welcome
Tierschutz,welfare
gut,well
well-done,well-done
bekannte,well-known
gutgeschrieben,well-written
ging,went
waren,were
wesley,wesley
Westen,west
westlichen,western
nass,wet
was,what
wasauchimmer,whatever
überhaupt,whatsoever
Rad,wheel
wann,when
wo,where
"inderErwägung,",whereas
ob,whether
welcher,which
während,while
Jammern,whining
weinerlich,whiny
weiß,white
wer,who
wer,whoever
ganz,whole
wen,whom
deren,whose
warum,why
böse,wicked
breit,wide
weit,widely
Breitbild,widescreen
Ehefrau,wife
wild,wild
wild,wildly
werden,will
william,william
williams,williams
bereit,willing
wilson,wilson
win,win
Wind,wind
Fenster,window
Fenster,windows
Wein,wine
Gewinner,winner
gewinnen,winning
Winter,winters
Weisheit,wisdom
Wunsch,wish
wit,wit
Hexen,witches
mit,with
innerhalb,within
ohne,without
Zeuge,witness
Zeugen,witnesses
witzig,witty
r,wo
Wolf,wolf
Frau,woman
Frauen,women
gewonnen,won
Wunder,wonder
wundervoll,wonderful
wunderbar,wonderfully
wong,wong
pflegen,wont
Holz,wood
Holz,wooden
Wald,woods
Wort,word
Worte,words
wortreich,wordy
Arbeit,work
gearbeitet,worked
Arbeitnehmer,workers
arbeiten,working
Workout,workout
Workouts,workouts
Werke,works
Welt,world
Welten,worlds
getragen,worn
Sorge,worry
schlimmer,worse
schlimmsten,worst
Wert,worth
wertlos,worthless
lohnt,worthwhile
würdig,worthy
würde,would
Möchtegern-,would-be
wow,wow
wickeln,wrap
Wrack,wreck
elend,wretched
schreiben,write
Schriftsteller,writer
Schriftsteller,writers
schreibt,writes
schriftlich,writing
geschrieben,written
falsch,wrong
schrieb,wrote
schiefes,wry
wtf,wtf
wwe,wwe
wwii,wwii
x,x
y,y
ya,ya
Gähnen,yawn
yeah,yeah
Jahr,year
Jahr,years
gelb,yellow
ja,yes
gestern,yesterday
noch,yet
Yoga,yoga
yoko,yoko
york,york
du,you
jung,young
jünger,younger
dein,your
verkaufen,yours
Sie,yourself
Jugend,youth
yuck,yuck
zapped,zapped
zen,zen
Null,zero
Zombie,zombie
Zone,zone
